date,pool,pit,new_pit (y/n),pit_year,color,new_color (y/n),first_year,pool_salinity,pool_salinity_2,pool_temp,pool_temp2,sex,status,notes
3/30/2019,8,,,,yellow,n,2017,,,,,,alive,
3/30/2019,5,,,,none,,,,,,,,alive,
4/3/2019,8,,,,none,,,0.2,,6,,,alive,
4/3/2019,5,,,,none,,,0.22,,4.9,,,alive,
4/3/2019,11,,,,none,,,17.7,,9,,,alive,
4/3/2019,7,,,,none,,,23,,6.7,,,alive,
4/6/2019,11,,,,yellow,n,2017,0.25,,8.3,,,alive,
4/6/2019,0,,,,yellow,n,2017,0.11,,5.7,,,alive,
4/6/2019,7,,,,orange,y,2019,0.4,,9.1,,,alive,
4/6/2019,7,,,,orange,y,2019,0.4,,9.1,,,alive,
4/6/2019,7,,,,orange,y,2019,0.4,,9.1,,,alive,
4/6/2019,7,,,,yellow,n,2017,0.4,,9.1,,,alive,
4/6/2019,15,,,,orange,y,2019,0.27,,6.7,,,alive,
4/13/2019,2,,,,orange,y,2019,0.22,,,,,alive,
4/13/2019,2,,,,pink,n,2018,0.22,,,,,alive,
4/13/2019,4,,,,orange,y,2019,8.73,,,,,alive,
4/13/2019,5,,,,orange,y,2019,0.18,,,,,alive,
4/13/2019,5,,,,orange,y,2019,0.18,,,,,alive,
4/13/2019,5,,,,orange,y,2019,0.18,,,,,alive,
4/13/2019,5,,,,orange,y,2019,0.18,,,,,alive,
4/13/2019,5,,,,orange,y,2019,0.18,,,,,alive,
4/13/2019,5,,,,orange,y,2019,0.18,,,,,alive,
4/13/2019,5,,,,orange,y,2019,0.18,,,,,alive,
4/13/2019,5,,,,orange,y,2019,0.18,,,,,alive,
4/13/2019,5,,,,orange,y,2019,0.18,,,,,alive,
4/13/2019,5,,,,none,,,0.18,,,,,alive,
4/13/2019,6,,,,orange,y,2019,0.14,,,,,alive,
4/13/2019,6,,,,orange,y,2019,0.14,,,,,alive,
4/13/2019,6,,,,orange,y,2019,0.14,,,,,alive,
4/13/2019,6,,,,orange,y,2019,0.14,,,,,alive,
4/13/2019,6,,,,orange,y,2019,0.14,,,,,alive,
4/13/2019,7,,,,orange,y,2019,1.16,,,,,alive,
4/13/2019,7,,,,orange,y,2019,1.16,,,,,alive,
4/13/2019,7,,,,orange,y,2019,1.16,,,,,alive,
4/13/2019,7,,,,orange,y,2019,1.16,,,,,alive,
4/13/2019,7,,,,orange,y,2019,1.16,,,,,alive,
4/13/2019,7,,,,orange,y,2019,1.16,,,,,alive,
4/13/2019,7,,,,orange,y,2019,1.16,,,,,alive,
4/13/2019,7,,,,orange,y,2019,1.16,,,,,alive,
4/13/2019,7,,,,orange,y,2019,1.16,,,,,alive,
4/13/2019,7,,,,orange,y,2019,1.16,,,,,alive,
4/13/2019,7,,,,none,,,1.16,,,,,alive,
4/13/2019,7,,,,none,,,1.16,,,,,alive,
4/13/2019,7,,,,none,,,1.16,,,,,alive,
4/13/2019,7,,,,none,,,1.16,,,,,alive,
4/13/2019,7,,,,none,,,1.16,,,,,alive,
4/13/2019,7,,,,none,,,1.16,,,,,alive,
4/13/2019,7,,,,none,,,1.16,,,,,alive,
4/13/2019,7,,,,none,,,1.16,,,,,alive,
4/13/2019,7,,,,none,,,1.16,,,,,alive,
4/13/2019,7,,,,none,,,1.16,,,,,alive,
4/13/2019,7,,,,none,,,1.16,,,,,alive,
4/13/2019,7,,,,none,,,1.16,,,,,alive,
4/13/2019,7,,,,none,,,1.16,,,,,alive,
4/13/2019,7,,,,none,,,1.16,,,,,alive,
4/13/2019,7,,,,none,,,1.16,,,,,alive,
4/13/2019,8,,,,none,,,0.13,,,,,alive,
4/13/2019,9,,,,none,,,0.14,,,,,alive,
4/13/2019,10,,,,pink,n,2018,0.2,,,,,alive,
4/13/2019,10,,,,yellow,n,2017,0.2,,,,,alive,
4/13/2019,11,,,,pink,n,2018,0.36,,,,,alive,
4/13/2019,11,,,,none,,,0.36,,,,,alive,
4/13/2019,11,,,,none,,,0.36,,,,,alive,
4/13/2019,11,,,,none,,,0.36,,,,,alive,
4/13/2019,11,,,,none,,,0.36,,,,,alive,
4/13/2019,11,,,,none,,,0.36,,,,,alive,
4/13/2019,11,,,,none,,,0.36,,,,,alive,
4/13/2019,12,,,,orange,y,2019,0.21,,,,,alive,
4/13/2019,12,,,,orange,y,2019,0.21,,,,,alive,
4/13/2019,12,,,,orange,y,2019,0.21,,,,,alive,
4/13/2019,12,,,,orange,y,2019,0.21,,,,,alive,
4/13/2019,12,,,,orange,y,2019,0.21,,,,,alive,
4/13/2019,12,,,,none,,,0.21,,,,,alive,
4/13/2019,12,,,,none,,,0.21,,,,,alive,
4/13/2019,12,,,,none,,,0.21,,,,,alive,
4/13/2019,12,,,,none,,,0.21,,,,,alive,
4/13/2019,13,,,,yellow,n,2017,0.23,,,,,alive,
4/13/2019,13,,,,orange,y,2019,0.23,,,,,alive,
4/13/2019,13,,,,orange,y,2019,0.23,,,,,alive,
4/13/2019,13,,,,orange,y,2019,0.23,,,,,alive,
4/13/2019,13,,,,orange,y,2019,0.23,,,,,alive,
4/13/2019,13,,,,none,,,0.23,,,,,alive,
4/13/2019,13,,,,none,,,0.23,,,,,alive,
4/13/2019,13,,,,none,,,0.23,,,,,alive,
4/13/2019,13,,,,none,,,0.23,,,,,alive,
4/14/2019,1,,,,none,,,0.56,,,,,alive,
4/14/2019,1,,,,none,,,0.56,,,,,alive,
4/14/2019,1,,,,none,,,0.56,,,,,alive,
4/14/2019,1,,,,none,,,0.56,,,,,alive,
4/14/2019,2,,,,none,,,1.8,,,,,alive,
4/14/2019,2,,,,none,,,1.8,,,,,alive,
4/14/2019,2,,,,none,,,1.8,,,,,alive,
4/14/2019,5,,,,none,,,0.14,,,,,alive,radio transmitter
4/14/2019,5,,,,none,,,0.14,,,,,alive,radio transmitter
